target_breach_rate,mean_n,observed_AUC_mean,observed_AUC_std,theorem_AUC,gap_mean,gap_std
0.5,4344,0.9590458484681991,0.0016995729912290284,0.8868625630464531,0.07218328542174592,0.0016995729912290284
0.65,6206,0.9594393899551784,0.001263323525161642,0.8868625630464531,0.07257682690872533,0.0012633235251616423
0.75,8688,0.9591992338309895,0.0007049022208421411,0.8868625630464531,0.07233667078453612,0.000704902220842141
