provider_code,specialty_code,n_points,lag1_autocorrelation
NT450,C_110,24,0.368799221666342
NT450,C_130,24,0.713286612772826
NT450,C_301,13,0.9557992015129432
NT450,X06,24,0.1885644768856445
NT451,C_100,24,0.8703630285554836
NT451,C_101,24,0.9262718361729801
NT451,C_110,24,0.7922381989778473
NT451,C_120,16,0.5115143452368306
NT451,C_301,24,0.8800522360328763
NT451,C_502,24,0.8678119928935336
NT451,X06,24,0.4884331179782039
NT455,C_100,24,0.4108618363661016
NT455,C_101,24,0.5641684606811724
NT455,C_110,24,0.8823367151206843
NT455,C_301,24,0.3647335097477691
NT455,X06,24,0.7734740299103922
NT457,C_100,24,0.5113243114844568
NT457,C_101,24,0.8018764627637198
NT457,C_110,24,0.7637332652666482
NT457,C_120,24,0.8001139897158352
NT457,C_130,24,0.7634326089956068
NT457,C_150,12,0.48648648648648646
NT457,C_502,24,0.8281359265231598
NT457,X06,24,0.5625330475270461
NT490,C_100,24,0.8054581860785293
NT490,C_110,24,0.7731375322595883
NT490,C_130,24,0.728085182426883
NT490,C_330,19,0.4817606347335142
NT490,X06,24,0.6821102557642565
NTE02,C_100,24,0.7464051898618984
NTE02,C_101,24,0.7886396026640963
NTE02,C_110,24,0.8669609963444579
NTE02,C_130,24,0.8224700629439242
NTE02,C_301,24,0.8449754067192992
NTE02,C_502,24,0.6198398232009121
NTE02,X02,21,0.5064542289406383
NTP11,C_100,24,0.9796475389984568
NTP11,C_101,24,0.9501184563941399
NTP11,C_110,24,0.9220646387392392
NTP11,C_120,24,0.8731903159345551
NTP11,C_130,24,0.930190982972979
NTP11,C_140,24,0.8330591697716716
NTP11,C_301,24,0.4305160640759213
NTP11,C_502,24,0.9505086818634114
NTP13,C_100,24,0.542503090139539
NTP13,C_110,24,0.8321968346776227
NTP13,C_130,24,0.43008355137958254
NTP15,C_100,24,0.9573443763460002
NTP15,C_101,24,0.9105077578254425
NTP15,C_110,24,0.9440236924479716
NTP15,C_120,24,0.9132840505953883
NTP15,C_130,24,0.8889942091036278
NTP15,C_301,24,0.8869753663717217
NTP15,C_502,24,0.9317845403796526
NTP16,C_100,24,0.8964672752719123
NTP16,C_110,24,0.90001345772394
NTP16,C_130,24,0.7551678728095962
NTP16,C_301,24,0.8536303716830566
NTPAD,C_100,24,0.3086165277944017
NTPAD,C_101,24,0.44320228691519287
NTPAD,C_110,24,0.7389731664786318
NTPAD,C_120,24,0.8186695139818106
NTPAD,C_130,24,0.37143721751628667
NTPAD,C_301,24,0.7199332305573256
NTPAD,C_320,21,0.5880044801598973
NTPAE,C_130,24,0.5531483536346479
NTPH1,C_100,24,0.8002007494491492
NTPH1,C_101,24,0.2102931866458246
NTPH1,C_110,24,0.903299767714615
NTPH1,C_120,24,0.8185728611448315
NTPH1,C_130,24,0.9317307759211682
NTPH1,C_301,24,0.8311962510097702
NTPH1,C_502,24,0.7504552931324261
NTPH2,C_100,24,0.6911382580856148
NTPH2,C_101,24,0.648314881142118
NTPH2,C_110,24,0.868367264678807
NTPH2,C_120,24,0.655081295339619
NTPH2,C_130,24,0.7322602904495255
NTPH2,C_140,24,0.635089133579107
NTPH2,C_301,24,0.19411833042785218
NTPH2,C_502,24,0.7353468069741775
NTPH3,C_100,24,0.5612785562433117
NTPH3,C_101,24,0.5036704176733903
NTPH3,C_110,24,0.7075569981597813
NTPH3,C_120,24,0.8462184082932371
NTPH3,C_130,24,0.8062953430650821
NTPH3,C_140,24,0.8248363121669531
NTPH3,C_301,24,-0.04545454545454549
NTPH3,C_502,24,0.6396816612208042
NTPH5,C_100,24,0.7079150435588746
NTPH5,C_110,24,0.8869358362043855
NTPH5,C_130,24,0.883392174583791
NTPH5,C_301,24,0.8310436920839814
NTX,C_100,24,0.8750780845347312
NTX,C_101,14,0.7878081603873339
NTX,C_110,24,0.7968500953261389
NTX,C_150,20,0.8747753590175569
NTX,C_502,24,0.9012377890834073
NV1,C_120,24,0.8959667228608736
NVC01,C_100,24,0.6491553318406497
NVC01,C_101,24,0.9079104957775551
NVC01,C_110,24,0.47744376777442543
NVC01,C_130,24,0.2849970331744761
NVC01,C_160,19,0.682027530959098
NVC01,C_301,24,0.5808480626448094
NVC01,X02,12,0.9801818611553371
NVC02,C_100,24,0.6835959790846259
NVC02,C_101,24,0.3833308930301416
NVC02,C_110,24,0.8650238998916143
NVC02,C_130,24,0.731423195875999
NVC02,C_301,14,0.926602363563745
NVC02,C_502,24,0.7666338297963938
NVC04,C_100,24,0.3016302004757224
NVC04,C_110,24,0.6527090682025638
NVC04,C_320,24,0.6234386091381335
NVC04,X06,15,0.19187107571135073
NVC05,C_100,24,0.4526886339010444
NVC05,C_101,24,0.7013723627955858
NVC05,C_110,24,0.7471698166634846
NVC05,C_120,24,0.7871453741899089
NVC05,C_160,19,0.3143893591293833
NVC05,C_301,19,0.3438432984916263
NVC05,C_502,24,0.7808303146229698
NVC05,X02,24,0.7765405355042284
NVC05,X05,16,0.6041537697157776
NVC05,X06,15,0.5566385108826474
NVC06,C_100,24,0.822460427645498
NVC06,C_101,24,0.7530835536044197
NVC06,C_110,24,0.8999815508843699
NVC06,C_130,24,0.9133748029722069
NVC06,C_300,24,0.8954035388036699
NVC06,C_301,24,0.949082819175611
NVC06,C_410,24,0.7502448555553713
NVC06,C_502,24,0.9098935768711307
NVC06,X02,24,0.8363924545015121
NVC06,X06,24,0.45772558898150373
NVC07,C_100,24,0.9130211595744089
NVC07,C_101,24,0.909967214971732
NVC07,C_110,24,0.9211811455844774
NVC07,C_130,24,0.7850785429260599
NVC07,C_160,23,0.43807533765383383
NVC07,C_301,21,0.5789610324042421
NVC07,C_400,14,0.9580251420258671
NVC07,C_502,24,0.8560003583072396
NVC07,X02,24,0.42309282513112806
NVC07,X05,16,0.6045987947814163
NVC08,C_100,24,0.8523241527739296
NVC08,C_101,24,0.8771191717926209
NVC08,C_110,24,0.7574368187677682
NVC08,C_130,24,0.7560331906449712
NVC08,C_160,24,0.8636309190763264
NVC08,C_301,19,0.790158626367511
NVC08,C_502,24,0.9440590717974616
NVC09,C_100,24,0.6191360888133287
NVC09,C_101,24,0.9060255822766261
NVC09,C_110,24,0.6979805820812296
NVC09,C_130,24,0.4440751511885346
NVC09,C_301,24,0.666490911555476
NVC09,C_400,24,0.7295834359584821
NVC09,C_410,14,0.7253521126760563
NVC09,C_502,24,0.6948962857366183
NVC09,X06,13,0.8518485849857756
NVC0I,C_100,24,0.833094958853469
NVC0I,C_101,24,0.8011210515933954
NVC0I,C_110,24,0.9139482144160146
NVC0I,C_130,24,0.8838148581043025
NVC0I,C_301,24,0.6971602060743003
NVC0I,C_502,24,0.536790578847406
NVC0I,X02,24,0.615357515259125
NVC0R,C_100,24,0.8291676312048457
NVC0R,C_101,24,0.8659827050522368
NVC0R,C_110,24,0.7095946572615331
NVC0R,C_140,24,0.3496032226551561
NVC0R,C_160,24,0.010410013242670785
NVC0R,C_301,24,0.3784671737865282
NVC0R,C_330,24,0.8751060563633035
NVC0R,C_502,24,0.45762331556406066
NVC0Y,C_101,24,0.8395777341378657
NVC0Y,C_110,24,0.5958943500269149
NVC0Y,C_160,24,0.5374752946614672
NVC0Y,C_330,24,0.6934727240427695
NVC11,C_100,24,0.90204234795724
NVC11,C_101,24,0.8509114080174324
NVC11,C_110,24,0.8794298903745508
NVC11,C_130,24,0.9069462413505159
NVC11,C_160,24,0.5960085016631176
NVC11,C_301,24,0.8626812303665609
NVC11,C_502,24,0.7738001439870538
NVC11,X02,24,0.8062035553475353
NVC11,X06,13,0.9084484815731104
NVC12,C_100,24,0.9470241682293825
NVC12,C_101,24,0.894391318070167
NVC12,C_110,24,0.9520299105830506
NVC12,C_120,16,0.7047597730596179
NVC12,C_130,24,0.8000859324786631
NVC12,C_301,24,0.7784577711424437
NVC12,C_320,24,-0.0007655876377381831
NVC12,C_502,17,0.12343186811451534
NVC13,C_100,24,0.9365704951032355
NVC13,C_101,24,0.7638648335465554
NVC13,C_110,24,0.9054477351095563
NVC13,C_120,24,0.8680569761405862
NVC13,C_130,24,0.6605680868497679
NVC13,C_301,24,0.5953481633126411
NVC13,C_502,24,0.725287612406662
NVC13,X02,24,0.5051539617932795
NVC14,C_110,24,0.9294431060730078
NVC15,C_100,24,0.7462821587087655
NVC15,C_101,24,0.7817843037183628
NVC15,C_110,24,0.6723210310976896
NVC15,C_130,24,0.3238529893773088
NVC15,C_301,24,0.7701256425423848
NVC15,X02,24,0.6438099205533775
NVC15,X06,24,0.3754091017709066
NVC16,C_100,24,0.8530818579245405
NVC16,C_101,24,0.7103377297433985
NVC16,C_110,24,0.9589056007107284
NVC16,C_120,24,0.8300495320745959
NVC16,C_301,24,0.8737046064366422
NVC16,X02,24,0.9148244774789608
NVC16,X06,22,0.44498459854723266
NVC17,C_100,24,0.7687380423288797
NVC17,C_101,24,-0.009333010443305104
NVC17,C_110,24,0.7962012961987829
NVC17,C_301,24,0.7280284207087296
NVC17,C_502,24,0.5529716544233771
NVC17,X02,24,0.7910080821554777
NVC17,X06,24,0.3491531338256777
NVC18,C_100,24,0.6540683196115649
NVC18,C_101,24,0.669723993821202
NVC18,C_110,24,0.6533230043839505
NVC18,C_120,24,0.8780317375850234
NVC18,C_160,24,0.3825028304800167
NVC18,C_301,24,0.8657330622686863
NVC18,C_400,16,0.21254051145849784
NVC18,C_502,24,0.795521656541903
NVC18,X06,12,0.03005414623878231
NVC19,C_100,24,0.5552977460249034
NVC19,C_101,24,0.8023227257169386
NVC19,C_110,24,0.6595191127634462
NVC19,C_120,24,0.5003468698615776
NVC19,C_130,24,0.7761906794499501
NVC19,C_301,24,0.7318235021844208
NVC19,C_502,24,0.8137103400612794
NVC19,X02,23,0.6876306432452216
NVC19,X06,24,0.26357608418526074
NVC1H,C_100,24,0.7012478139941878
NVC1H,C_101,24,0.870828305813823
NVC1H,C_110,24,0.8808373737417148
NVC1H,C_130,24,0.677245550379575
NVC1H,C_301,24,0.43671336479843037
NVC1H,C_502,24,0.8989938371975285
NVC1H,X02,24,0.8734115026615368
NVC1H,X06,24,0.6287015363267149
NVC20,C_100,24,0.8181302543806993
NVC20,C_101,24,0.7694456470070824
NVC20,C_110,24,0.8473842535370679
NVC20,C_120,24,0.7810959763788273
NVC20,C_130,24,0.9663348240828763
NVC20,C_160,24,0.79679046796117
NVC20,C_301,24,0.8586780917131468
NVC20,C_340,24,0.30693085490784866
NVC20,C_400,24,0.9645196950276697
NVC20,C_502,24,0.7908001063511729
NVC20,X02,24,0.8512756171113527
NVC20,X06,20,0.24131828407743053
NVC21,C_100,24,0.7636423810271702
NVC21,C_101,24,0.758974228732795
NVC21,C_110,24,0.6885111418974695
NVC21,C_130,18,0.6204708779021588
NVC21,C_301,24,0.36184909255333
NVC21,C_502,24,0.6659343744128908
NVC21,X02,24,0.12413135152209663
NVC21,X06,24,0.609763742902105
NVC22,C_100,24,0.9058201318457734
NVC22,C_101,24,0.7688302133883177
NVC22,C_110,24,0.90415058897297
NVC22,C_120,24,0.7953162650207853
NVC22,C_160,24,0.8784054671278517
NVC22,C_301,24,0.8493081010353158
NVC23,C_100,24,0.6687203132291354
NVC23,C_101,24,0.7561756036843363
NVC23,C_110,24,0.9043827219717473
NVC23,C_120,17,0.5999163395115698
NVC23,C_130,16,0.3189538637606825
NVC23,C_160,21,0.6259527680845823
NVC23,C_301,24,-0.06472975421509926
NVC23,C_330,19,0.8698203145284813
NVC23,C_400,13,0.3153984662237682
NVC23,C_502,24,0.7552373639237755
NVC23,X02,24,0.15206482254759238
NVC23,X06,14,0.39074105418879573
NVC25,C_110,24,0.8843538469425055
NVC25,C_130,18,0.6504803265799148
NVC25,X06,19,0.5752417794970985
NVC27,C_100,24,0.7114927773564621
NVC27,C_101,24,0.7608897317107507
NVC27,C_110,24,0.5921839161796306
NVC27,C_130,24,0.8790716392150874
NVC27,C_300,12,0.44854261357253034
NVC27,C_301,24,0.5379066663368612
NVC27,C_502,24,0.7801555261892001
NVC27,X02,12,0.38910730445729547
NVC27,X06,13,0.22000249353551976
NVC28,C_110,24,0.8688587041795697
NVC28,C_160,16,0.4642857142857144
NVC28,X02,17,0.12835844965306598
NVC28,X06,20,0.440533505538795
NVC29,C_100,24,0.7999202398363269
NVC29,C_110,24,0.7009267177406503
NVC29,C_160,24,0.8265696041349312
NVC29,C_301,24,0.8842026316127745
NVC31,C_100,24,0.7780516021618066
NVC31,C_101,24,0.9151305939042481
NVC31,C_110,24,0.7812963103585536
NVC31,C_130,24,0.7984372303586031
NVC31,C_301,24,0.7302938847000044
NVC31,X02,15,0.9499567544001449
NVC31,X06,23,0.4054054054054055
NVC40,C_100,24,0.7416205824328993
NVC40,C_101,24,0.9553185458660161
NVC40,C_110,24,0.9840241606659548
NVC40,C_130,24,0.39047541429956373
NVC40,C_301,24,0.9121553016288527
NVC40,C_502,24,0.7583696714757283
NVC40,X02,24,0.7774951960179696
NVC40,X06,12,0.5416666666666666
NVC44,C_100,24,0.8723006525757084
NVC44,C_110,24,0.8814457962390861
NVC44,C_130,24,0.5435034791550107
NVC44,C_140,24,0.9775415656928267
NVC44,C_160,22,0.6321833483184203
NVG01,C_100,12,0.7144376776299189
NVG01,C_101,12,-0.6200470035175927
NVG01,C_110,12,0.7287577933623034
NVG01,C_120,12,0.7281554877245501
NVG01,C_130,12,0.29276792640278754
NVG01,C_301,12,0.5218818501552912
NVM,C_100,24,0.7467111100705375
NVM,C_101,24,0.65730425856579
NVM,C_110,24,0.7238875895401242
NVM,C_120,24,0.5838358682147777
NVM,C_130,24,0.7876919582306321
NVM,C_160,24,0.9256000766427143
NVM,C_301,24,0.8274903960387184
NVM,C_320,24,0.8819127688188616
NVM,C_330,24,0.9317402766580367
NVM,C_340,24,0.704558012886683
NVM,C_410,24,0.9133593163586656
NVM,C_502,24,0.8717116595904235
NVM,X05,24,0.6233713460171318
NWF01,C_100,24,0.8871602578433294
NWF01,C_101,24,0.860597992303946
NWF01,C_110,24,0.8249570837267095
NWF01,C_120,24,0.7922312250359882
NWF01,C_130,24,0.8802545104631229
NWF01,C_301,24,0.8102030392656306
NWF01,C_502,15,0.9144778847728866
NWV01,C_101,24,0.5254764705222454
NXM01,C_110,24,0.6724106851705725
NXP,C_100,24,0.7307749664025927
NXP,C_101,24,0.6670695548451626
NXP,C_110,24,0.8724704776877419
NXP,C_130,24,0.607020233076919
NYG,C_330,24,0.9014314098732826
NYR,C_101,24,0.5929497358247576
NYR,C_110,24,0.6306444187952835
NYR,C_130,24,0.43372563577187384
NYR,C_160,24,0.7214746148334019
NYR,C_330,24,0.7978870028084324
NYR,C_410,24,0.796588346963101
NYR,C_502,24,0.6327179434726512
O1P6X,C_130,24,0.7258780109357785
O5Y9D,C_130,24,0.66486387490912
O6X7Z,C_130,14,0.8338306249583268
P0C3F,C_130,24,0.63282366062443
P1B7M,C_130,24,0.670369348087129
P5Y6K,C_130,24,0.762553473074925
Q1S8W,C_130,15,0.5747397870320021
Q1W6P,C_130,24,0.6169931332121255
Q2Y5H,X02,12,0.9682686438147746
Q8X0X,C_130,15,0.7223133213247664
R0A,C_100,24,0.9800390987018076
R0A,C_101,24,0.9684687095889939
R0A,C_110,24,0.8650091772465281
R0A,C_120,24,0.9316413986090303
R0A,C_130,24,0.8748088029115708
R0A,C_140,24,0.9217425474798544
R0A,C_160,24,0.9466671131676105
R0A,C_170,22,0.6241909798299192
R0A,C_300,24,0.6690653565781971
R0A,C_301,24,0.9773834166566246
R0A,C_320,24,0.9232527109909116
R0A,C_330,24,0.9290459746718933
R0A,C_340,24,0.9509805035810728
R0A,C_400,24,0.7716787756141844
R0A,C_410,24,0.9352472683791758
R0A,C_430,24,0.941629772401765
R0A,C_502,24,0.9573932307453854
R0A,X02,24,0.9572530049792819
R0A,X03,24,0.7045733755028708
R0A,X04,24,0.9227278423454961
R0A,X05,24,0.9722541087869538
R0A,X06,24,0.96772506965491
R0B,C_100,24,0.567318607414101
R0B,C_101,24,0.4062942035125619
R0B,C_110,24,0.9166853996984595
R0B,C_120,24,0.7401131759548009
R0B,C_130,24,0.9789173096584727
R0B,C_140,24,0.7484769431893042
R0B,C_301,24,0.6183875842431942
R0B,C_320,24,0.8331038645903566
R0B,C_340,24,0.8533103565432821
R0B,C_400,24,0.8168924946364572
R0B,C_410,24,0.782109467948769
R0B,C_430,24,0.9602576049568472
R0B,C_502,24,0.9219653870305685
R0B,X02,24,0.9127480646812075
R0B,X04,24,0.9516978022973441
R0B,X05,24,0.9666926063089385
R0B,X06,24,0.5345886565728297
R0D,C_100,24,0.3135024999811409
R0D,C_101,24,0.9530336350346041
R0D,C_110,24,0.6221337208409977
R0D,C_120,24,0.8439151082139139
R0D,C_130,24,0.969377738185146
R0D,C_140,24,0.6608754344748586
R0D,C_300,24,0.7045528874232923
R0D,C_301,24,0.8984927018593578
R0D,C_320,24,0.9338562981579077
R0D,C_330,24,0.8460824193899185
R0D,C_340,24,0.5630124024643391
R0D,C_400,24,0.9626085085753692
R0D,C_410,24,0.6520214106775302
R0D,C_430,24,0.7560949633893512
R0D,C_502,24,0.7592407281589207
R0D,X02,24,0.6482956508272348
R0D,X04,24,0.6961257611290221
R0D,X05,24,0.5022113636204305
R0D,X06,24,0.8018889962250224
R0F4N,C_100,22,0.15403238867044827
R0F4N,C_101,24,0.8690548115123335
R0F4N,C_110,24,-0.2518147080142179
R0F4N,C_120,22,0.7763617599895879
R0F4N,C_160,24,0.8293843934250453
R0F4N,X05,24,0.3620551013138415
R0F4N,X06,24,0.19670075497415804
R1A,C_110,24,0.8305629197291746
R1D,C_100,24,0.7214436302849554
R1D,C_110,24,0.9778013831772636
R1D,C_120,24,0.8349518134469306
R1D,C_140,24,0.5939342174389621
R1D,C_320,24,0.5926735475829461
R1D,C_340,24,0.883620728528933
R1D,C_410,24,0.6179323048484113
R1D,C_502,24,0.8589400914151843
R1D,X04,24,0.7437096990103672
R1F,C_100,24,0.721705608358204
R1F,C_101,24,0.9749753967703871
R1F,C_110,24,0.7778672861452409
R1F,C_120,24,0.802796398604254
R1F,C_130,24,0.8874903214214181
R1F,C_140,24,0.6024678230539836
R1F,C_300,20,0.44439140574509794
R1F,C_301,24,0.9035850486844678
R1F,C_320,24,0.8990457544334561
R1F,C_340,24,0.9638021697307569
R1F,C_410,24,0.8840274541208408
R1F,C_430,24,0.8964058839598621
R1F,C_502,24,0.9748981462136154
R1F,X02,24,0.9081287043966868
R1F,X03,16,0.5272679205169543
R1F,X05,24,0.8538919891379558
R1F,X06,24,0.8961909480287472
R1G7E,C_130,24,0.5397940748576305
R1H,C_100,24,0.834322804390575
R1H,C_101,24,0.7202457195408458
R1H,C_110,24,0.7759137539297365
R1H,C_120,24,0.7936683640785025
R1H,C_130,24,0.9472948485236641
R1H,C_140,24,0.9322707441414526
R1H,C_150,24,0.9113019229903256
R1H,C_160,24,0.870599095593731
R1H,C_170,24,0.466350357573056
R1H,C_300,24,0.6652302077837046
R1H,C_301,24,0.9113112963309052
R1H,C_320,24,0.38333097872669974
R1H,C_330,24,0.8929795339238601
R1H,C_340,24,0.8371690680872416
R1H,C_400,24,0.6650920512020693
R1H,C_410,24,0.7392864774478908
R1H,C_430,24,0.7552007174214563
R1H,C_502,24,0.9361037451915277
R1H,X02,24,0.9111569659235528
R1H,X04,24,0.7030841874742854
R1H,X05,24,0.8509432893317802
R1H,X06,24,0.7436044594272179
R1K,C_100,24,0.9182074215804366
R1K,C_101,24,0.9484664937208475
R1K,C_110,24,0.9690614380352325
R1K,C_120,24,0.8188002634563589
R1K,C_130,24,0.9812241691646972
R1K,C_140,24,0.9796977545257121
R1K,C_160,24,0.7049902667787575
R1K,C_300,24,0.4810653263222623
R1K,C_301,24,0.9765735753204611
R1K,C_320,24,0.8800172527245459
R1K,C_330,24,0.610946441920469
R1K,C_340,24,0.9282813184946487
R1K,C_400,24,0.9899386751030186
R1K,C_410,24,0.7799319754391778
R1K,C_430,24,0.3273740397559088
R1K,C_502,24,0.8155224122827146
R1K,X02,24,0.952601868541248
R1K,X03,24,0.6166550277434945
R1K,X04,24,0.8869419016070633
R1K,X05,24,0.9693557386789146
R1K,X06,24,0.4672197871552137
R7W2O,C_130,24,0.8588744986161793
RA2,C_100,24,0.9658940110104742
RA2,C_101,24,0.9565612375291482
RA2,C_110,24,0.8979582830847704
RA2,C_120,24,0.8742470235038069
RA2,C_130,24,0.8740954344573535
RA2,C_140,24,0.8684221720425883
RA2,C_160,24,0.4821615942964541
RA2,C_301,24,0.9088798780489246
RA2,C_320,24,0.958963484629575
RA2,C_340,24,0.9705105054280759
RA2,C_400,24,0.7548563821815143
RA2,C_410,24,0.7864267414834982
RA2,C_502,24,0.875821856987258
RA2,X02,24,0.6423184896648019
RA2,X04,24,0.8683218131325187
RA2,X05,24,0.8847650528838477
RA2,X06,24,0.825617465628734
RA7,C_100,24,0.6467823326099518
RA7,C_110,24,0.9035257105586539
RA7,C_120,24,0.8675549377900569
RA7,C_130,24,0.8492982166293431
RA7,C_140,24,0.9717445640093972
RA7,C_170,24,0.884373428045778
RA7,C_300,18,0.27946793659866864
RA7,C_301,24,0.8016916545424984
RA7,C_320,24,0.8933618406489521
RA7,C_330,24,0.9606619271107948
RA7,C_340,24,0.8301334676513056
RA7,C_400,24,0.9205715481353992
RA7,C_410,24,0.7952146204060336
RA7,C_430,24,0.7997917865079263
RA7,C_502,24,0.8007910323899332
RA7,X02,24,0.9622676612951054
RA7,X03,24,0.465579337989213
RA7,X04,24,0.7729759602054986
RA7,X05,24,0.9716103265001715
RA7,X06,24,0.8004159662635758
RA9,C_101,24,0.7528797648033189
RA9,C_110,24,0.8827653774986373
RA9,C_120,24,0.8941291226337
RA9,C_130,24,0.9437852392745872
RA9,C_140,24,0.9644463800790173
RA9,C_160,24,0.895503383994738
RA9,C_170,22,0.14158105509449911
RA9,C_300,24,0.47804180884692365
RA9,C_301,24,0.6438947918574447
RA9,C_320,24,0.9366856305395603
RA9,C_330,24,0.892056736017343
RA9,C_340,24,0.8568233004874091
RA9,C_400,24,0.8944243826116143
RA9,C_410,24,0.8396592463745681
RA9,C_430,24,0.8757760444571381
RA9,C_502,24,0.9617459493732515
RA9,X02,24,0.6219102699086353
RA9,X04,24,0.9595452490982039
RA9,X05,24,0.9493143336323532
RA9,X06,24,0.6611194439485797
RAE,C_100,24,0.8556985459623194
RAE,C_101,24,0.8339317423426542
RAE,C_110,24,0.863215882894694
RAE,C_120,24,0.8991715949232306
RAE,C_130,24,0.6866446300137653
RAE,C_140,24,0.7646504529109912
RAE,C_160,24,0.917954672960655
RAE,C_300,24,0.41416584199678097
RAE,C_301,24,0.6456494632283434
RAE,C_320,24,0.8883768329981208
RAE,C_330,24,0.8072234558246957
RAE,C_340,24,0.9533503573646731
RAE,C_400,24,0.9110581817187154
RAE,C_410,24,0.8028050137764015
RAE,C_430,24,0.5852248736286453
RAE,C_502,24,0.9573904127480838
RAE,X02,24,0.9079948977274682
RAE,X04,24,0.9114604556435287
RAE,X05,24,0.9385085154529447
RAE,X06,24,0.6937064967925926
RAJ,C_100,24,0.5232896659173029
RAJ,C_101,24,0.3976425813917815
RAJ,C_110,24,0.9179117814167013
RAJ,C_120,24,0.8523936870626136
RAJ,C_130,24,0.761844514627357
RAJ,C_140,24,0.8021575621624211
RAJ,C_150,24,0.8306262656549155
RAJ,C_160,24,0.7639544028438349
RAJ,C_170,16,0.8647218756044235
RAJ,C_300,24,0.4068354628427541
RAJ,C_301,24,0.8265492478229597
RAJ,C_320,24,0.9174567212809717
RAJ,C_330,24,0.8923595027265229
RAJ,C_340,24,0.8596515584274775
RAJ,C_400,24,0.428537248151985
RAJ,C_410,24,0.7351927132773318
RAJ,C_430,24,0.7306281536626381
RAJ,C_502,24,0.7101316885770117
RAJ,X02,24,0.7822540658307096
RAJ,X04,24,0.7046315364031152
RAJ,X05,24,0.8100995415945047
RAJ,X06,24,0.6127498114538956
RAL,C_100,24,0.6431126450337609
RAL,C_101,24,0.9250274170108602
RAL,C_110,24,0.9168491151488066
RAL,C_120,24,0.7217336781731045
RAL,C_130,24,0.7822277347161227
RAL,C_140,24,0.15366202361563955
RAL,C_150,14,0.21957751641342
RAL,C_160,24,0.9313923232452767
RAL,C_170,14,0.5794980162194457
RAL,C_300,24,0.6587882449927138
RAL,C_301,24,0.7371490919803872
RAL,C_320,24,0.785560971336934
RAL,C_330,24,0.8391333072727376
RAL,C_340,24,0.8224174433843914
RAL,C_400,24,0.8536912462185592
RAL,C_410,24,0.7822584540257248
RAL,C_430,24,0.9694655181596937
RAL,C_502,24,0.8451228731452664
RAL,X02,24,0.89464949334819
RAL,X03,18,0.7394883485309018
RAL,X04,24,0.6908810124486895
RAL,X05,24,0.7586170915762611
RAL,X06,24,0.6413120159597331
RAN,C_101,24,0.7811244384402769
RAN,C_110,24,0.7608253626554249
RAN,C_160,23,0.7520726748825161
RAN,C_301,24,0.46814643418704815
RAN,C_410,24,0.6521008686727532
RAN,X02,24,0.8744910576763415
RAN,X03,23,0.11717269076305212
RAN,X04,24,0.8496291166658335
RAN,X06,24,0.14724245685959955
RAS,C_100,24,0.8385741622303193
RAS,C_101,24,0.697477117118025
RAS,C_110,24,0.9506014205154398
RAS,C_120,24,0.7906345915988833
RAS,C_130,24,0.7560869690177792
RAS,C_140,24,0.3956519327371276
RAS,C_160,24,0.7289913243996685
RAS,C_300,23,0.6532016954858436
RAS,C_301,24,0.796778805574985
RAS,C_320,24,0.7719076482104179
RAS,C_330,24,0.848104107946745
RAS,C_340,24,0.9191733655582967
RAS,C_400,24,0.8864267532056089
RAS,C_410,24,0.9438508798534194
RAS,C_430,24,0.8297803202315626
RAS,C_502,24,0.935389570376611
RAS,X02,24,0.8403728979231173
RAS,X04,24,0.6769698686817379
RAS,X05,24,0.821430611829235
RAS,X06,24,0.7984067774490058
RAX,C_100,24,0.7010087816179351
RAX,C_101,24,0.8563501724587153
RAX,C_110,24,0.8634569236292455
RAX,C_120,24,0.8987303209637079
RAX,C_130,24,0.6233674842679585
RAX,C_140,24,0.9172794974729409
RAX,C_160,24,0.6508348843047397
RAX,C_300,24,0.5128071386205858
RAX,C_301,24,0.8073986494729406
RAX,C_320,24,0.8800116354735943
RAX,C_330,24,0.8391932471294616
RAX,C_340,24,0.8898956992435048
RAX,C_400,24,0.8804033372699307
RAX,C_410,24,0.3627681557252748
RAX,C_430,24,0.17096214899580747
RAX,C_502,24,0.4243771831059966
RAX,X02,24,0.9253820705965339
RAX,X04,24,0.8671338708077032
RAX,X05,24,0.5588952146163038
RAX,X06,24,0.4959032090044974
RBD,C_100,24,0.956145674153232
RBD,C_101,24,0.7882088900805118
RBD,C_110,24,0.8863191577752976
RBD,C_120,24,0.9336093073706624
RBD,C_130,24,0.961135963876076
RBD,C_140,24,0.8953430431515386
RBD,C_300,23,0.31876655670339615
RBD,C_301,24,0.8920149244361929
RBD,C_320,24,0.7093654979717868
RBD,C_330,24,0.8570948066170736
RBD,C_340,24,0.5069635751865572
RBD,C_410,13,0.682182064108928
RBD,C_430,24,0.5531347607786936
RBD,C_502,24,0.9488992169912515
RBD,X02,24,0.879020815992078
RBD,X04,24,0.9133071754984554
RBD,X05,24,0.7338562428900965
RBD,X06,19,0.852823345031653
RBK,C_100,24,0.9230595853229696
RBK,C_110,24,0.7266252498838793
RBK,C_120,24,0.7357993955376093
RBK,C_130,24,0.9509875850565522
RBK,C_140,24,0.9425415335312497
RBK,C_160,18,0.6111455907174759
RBK,C_301,24,0.9122161803184187
RBK,C_320,24,0.3161799075235005
RBK,C_330,24,0.9614068901913214
RBK,C_340,24,0.7459992153339929
RBK,C_400,24,0.7944742747021744
RBK,C_410,24,0.8960743653777108
RBK,C_430,24,0.0606950672029541
RBK,C_502,24,0.7586523558530464
