comparison,n_series,n_test_rows,median_rho,formula_at_median,per_series_equal_weighted,per_series_row_weighted,observed_continuous_AUC,median_to_observed_gap,equal_weighted_gap,row_weighted_gap,gap_closed_equal,gap_closed_row_weighted
full_pooled_observed,3560,14172,0.8074681708565952,0.8868625630464531,0.8597740838054062,0.8620205489066841,0.9595477862185391,0.07268522317208603,,,,
eligible_series_observed,3448,13587,0.8074681708565952,0.8868625630464531,0.8597740838054062,0.8620205489066841,0.9590023783638733,0.0721398153174202,0.09922829455846705,0.09698182945718914,-0.375499703206276,-0.3443592699879027
